chrom	chromStart	chromEnd	name	pHaplo
chr11	134201767	134248235	GLB1L2	0.94
chr11	134248397	134281812	B3GAT1	0.96
chr12	175930	287626	IQSEC3	0.92
chr12	299242	323736	SLC6A12	0.96
chr12	389294	498620	KDM5A	1.0
chr12	569529	672675	B4GALNT3	0.93
chr12	673461	772945	NINJ2	0.87
chr12	861758	1020618	WNK1	1.0
chr12	1021242	1099219	RAD52	0.94
chr12	1099674	1605099	ERC1	0.87
chr12	1639056	1756409	WNT5B	0.96
chr12	1675158	1703331	FBXL14	0.99
chr12	1797739	1897844	ADIPOR2	0.92
chr12	1929432	1945918	LRTM2	0.91
chr12	2079951	2802108	CACNA1C	1.0
chr12	2904118	2914576	FKBP4	0.9
chr12	2958396	2966213	AC005841.1	0.91
chr12	2966846	2986206	FOXM1	0.94
chr12	2985423	2998626	RHNO1	0.86
chr12	2986388	3050306	TULP3	0.92
chr12	3068495	3149839	TEAD4	0.98
chr12	3186520	3395730	TSPAN9	0.97
chr12	3490514	3703139	PRMT8	0.98
chr12	4382937	4414516	CCND2	1.0
chr12	4647949	4669214	RAD51AP1	0.87
chr12	4758260	4798454	NDUFA9	0.92
chr12	5019070	5040527	KCNA1	0.92
chr12	5541277	5630702	NTF3	0.99
chr12	6058039	6233936	VWF	0.89
chr12	6437922	6451280	TNFRSF1A	0.95
chr12	6666028	6677857	NOP2	0.86
chr12	6679248	6716642	CHD4	1.0
chr12	6775642	6798738	ZNF384	0.97
chr12	6961291	6975796	USP5	0.96
chr12	7033625	7051484	ATN1	0.97
chr12	7055630	7070479	PTPN6	0.9
chr12	7085347	7125814	LPCAT3	0.93
chr12	8185298	8208099	FOXJ2	0.93
chr12	8834195	8935691	RIMKLB	0.91
chr12	9066491	9094063	PHC1	0.99
chr12	11802787	12048336	ETV6	0.99
chr12	12268958	12419946	LRP6	0.99
chr12	12628828	12715317	DUSP16	0.95
chr12	13693164	14133053	GRIN2B	1.0
chr12	14518609	14651697	ATF7IP	0.98
chr12	14939409	14956474	WBP11	0.99
chr12	15773091	16035263	EPS8	0.96
chr12	16035324	16056412	STRAP	0.97
chr12	19282647	19529334	PLEKHA5	0.99
chr12	19556978	19873735	AEBP2	0.99
chr12	21917888	21928515	KCNJ8	0.91
chr12	22778008	22843599	ETNK1	0.9
chr12	23682439	24103966	SOX5	0.99
chr12	26111961	26232825	RASSF8	0.9
chr12	26272958	26278060	BHLHE41	0.95
chr12	27058113	27091259	ASUN	0.97
chr12	28111016	28125638	PTHLH	0.92
chr12	31433517	31479992	FAM60A	0.92
chr12	31535156	31744031	DENND5B	0.96
chr12	42852139	42984157	PRICKLE1	0.99
chr12	46123447	46301823	ARID2	1.0
chr12	46312913	46385903	SCAF11	0.98
chr12	46751971	46766650	SLC38A2	0.95
chr12	48366747	48398269	COL2A1	0.99
chr12	49412757	49453557	KMT2D	0.99
chr12	50898767	51142450	DIP2B	0.96
chr12	51984049	52206648	SCN8A	0.99
chr12	53399941	53435993	EIF4B	0.95
chr12	53604353	53626764	RARG	0.92
chr12	54332534	54340328	HOXC13	0.9
chr12	54384407	54424607	HOXC6	0.87
chr12	54388678	54397121	HOXC9	0.86
chr12	54673976	54680872	HNRNPA1	0.92
chr12	56556766	56583351	SMARCC2	0.96
chr12	56989379	57030600	BAZ2A	0.88
chr12	57522275	57607134	LRP1	0.98
chr12	57643391	57824788	R3HDM2	0.89
chr12	62654118	62811211	USP15	0.95
chr12	62860596	62991363	MON2	0.93
chr12	64238072	64541613	SRGAP1	0.92
chr12	64798129	64844907	XPOT	0.97
chr12	65563350	65642107	LEMD3	0.91
chr12	66217910	66360075	HMGA2	0.86
chr12	67663060	67713731	CAND1	0.99
chr12	68042117	68059186	DYRK2	0.92
chr12	69201955	69239214	MDM2	0.96
chr12	69633316	69668138	CPSF6	0.96
chr12	69979113	69995350	CCT2	0.89
chr12	70636773	70748773	CNOT2	0.92
chr12	70910629	71031220	PTPRB	0.9
chr12	72003251	72061505	ZFC3H1	0.99
chr12	76438669	76478813	NAP1L1	0.98
chr12	77157367	77247476	ZDHHC17	0.91
chr12	77415026	77459360	E2F7	0.92
chr12	78224684	78606790	NAV3	0.97
chr12	80167342	80329240	PPP1R12A	0.98
chr12	89741008	89747048	DUSP6	0.9
chr12	89981827	90103077	ATP2B1	0.99
chr12	93164412	93323107	EEA1	0.96
chr12	93771658	93797024	NUDT4	0.91
chr12	93963589	93977263	SOCS2	0.92
chr12	94542498	94701451	PLXNC1	1.0
chr12	95414004	95467479	NR2C1	0.87
chr12	95470524	95611258	FGD6	0.9
chr12	95611521	95696566	VEZT	0.88
chr12	96051582	96184930	NTN4	0.98
chr12	96672038	96794338	CDK17	0.94
chr12	99120234	100378432	ANKS1B	0.98
chr12	102789644	102874423	IGF1	0.87
chr12	103351463	103354294	ASCL1	0.94
chr12	104323884	104347423	HSP90B1	0.99
chr12	104458234	104498639	HCFC2	0.96
chr12	105501101	105562912	KIAA1033	0.86
chr12	106976684	107156581	RFX4	0.97
chr12	107168372	107283090	RIC8B	0.98
chr12	107712189	108053419	BTBD11	0.94
chr12	108916356	108955176	SART3	0.98
chr12	109715783	109747025	FOXN4	0.89
chr12	110152032	110208312	FAM222A	0.88
chr12	110367606	110434194	GIT2	0.92
chr12	110718560	110788898	ATP2A2	0.99
chr12	110928901	110939922	VPS29	0.9
chr12	111157484	111180744	PPP1CC	0.95
chr12	111471827	111788358	CUX2	0.99
chr12	111890017	112037480	ATXN2	0.98
chr12	112279781	112334343	MAPKAPK5	0.92
chr12	112464499	112546826	NAA25	0.99
chr12	112597991	112819896	HECTD4	0.97
chr12	112842993	112856642	RPL6	0.92
chr12	112856154	112947717	PTPN11	0.97
chr12	113494513	113535833	DTX1	0.86
chr12	113899838	113910085	LHX5	0.99
chr12	114791735	114846247	TBX5	1.0
chr12	115108058	115121969	TBX3	1.0
chr12	116395710	116715143	MED13L	1.0
chr12	117581145	117628336	FBXO21	0.94
chr12	117645946	117889975	NOS1	0.99
chr12	117890816	118406788	KSR2	0.99
chr12	118470711	118500235	WSB2	0.94
chr12	118587605	118810750	TAOK3	0.98
chr12	118814184	118855840	SUDS3	0.89
chr12	119419299	119600856	SRRM4	0.87
chr12	120123594	120315095	CIT	0.94
chr12	120427672	120532298	CCDC64	0.89
chr12	120565006	120632513	GCN1L1	0.99
chr12	120634488	120639038	RPLP0	0.98
chr12	120779132	120806983	MSI1	0.98
chr12	121078354	121105127	CABP1	0.87
chr12	121416345	121440315	HNF1A	0.92
chr12	121866899	122018920	KDM2B	0.99
chr12	122242085	122270562	SETD1B	0.94
chr12	122755978	122907179	CLIP1	0.96
chr12	122957416	122985518	ZCCHC8	0.95
chr12	122989189	123011547	RSRC2	0.97
chr12	123237320	123255611	DENR	0.92
chr12	123468026	123634562	PITPNM2	0.86
chr12	123773655	123849390	SBNO1	0.96
chr12	124069077	124083116	TMED2	0.98
chr12	124808960	125052135	NCOR2	0.94
chr12	125431370	125473668	DHX37	0.94
chr12	125671381	126146917	TMEM132B	0.93
chr12	128751947	129192460	TMEM132C	0.99
chr12	129556269	130388211	TMEM132D	0.97
chr12	130647003	130650285	FZD10	0.94
chr12	130822431	130857182	PIWIL1	0.91
chr12	130880681	131200826	RIMBP2	0.98
chr12	131356423	131362223	RAN	0.99
chr12	131438451	131626014	GPR133	0.88
chr12	132195625	132284282	SFSWAP	0.95
chr12	132434507	132565005	EP400	0.99
chr12	132568827	132613029	EP400NL	0.88
chr12	133200347	133263951	POLE	0.92
chr12	133264191	133297276	PXMP2	0.96
chr13	20532809	20665968	ZMYM2	0.93
chr13	21351468	21477187	XPO4	0.95
chr13	21547170	21635686	LATS2	0.88
chr13	22245521	22278637	FGF9	0.88
chr13	25338289	25454059	RNF17	0.9
chr13	28366779	28368905	GSX1	0.88
chr13	28536273	28545276	CDX2	0.92
chr13	28712642	28869475	PAN3	0.95
chr13	28874488	29069265	FLT1	0.97
chr13	30083546	30169825	SLC7A1	0.89
chr13	32605436	32870794	FRY	0.98
chr13	33160563	33352157	PDS5B	0.97
chr13	35516423	36247159	NBEA	1.0
chr13	41129803	41240734	FOXO1	0.94
chr13	42846288	42897396	AKAP11	0.88
chr13	46039059	46110765	COG3	0.86
chr13	48877886	49056122	RB1	0.97
chr13	51928212	52028400	INTS6	0.98
chr13	66876966	67804468	PCDH9	0.89
chr13	72012097	72441330	DACH1	0.95
chr13	73629113	73651676	KLF5	0.98
chr13	74260225	74708394	KLF12	0.93
chr13	76194569	76434004	LMO7	0.87
chr13	77566739	77601330	FBXL3	0.97
chr13	77618791	77901185	MYCBP2	1.0
chr13	78272022	78338377	SLAIN1	0.88
chr13	79172496	79177673	POU4F1	0.98
chr13	79885961	79980612	RBM26	0.99
chr13	80910110	80915086	SPRY2	0.95
chr13	88324869	88331871	SLITRK5	0.89
chr13	95361885	95364389	SOX21	0.94
chr13	96743092	97485671	HS6ST3	0.91
chr13	97873687	98046374	MBNL2	0.95
chr13	98086475	98121382	RAP2A	0.86
chr13	98605911	98676551	IPO5	0.99
chr13	98794815	99102027	FARP1	0.97
chr13	99445740	99738879	DOCK9	0.99
chr13	100153670	100216260	TM9SF2	0.97
chr13	100615217	100624163	ZIC5	0.98
chr13	100634025	100639018	ZIC2	0.99
chr13	100741268	101182686	PCCA	0.9
chr13	101706129	102068843	NALCN	0.9
chr13	102372133	103054124	FGF14	0.97
chr13	103249352	103331521	TPP2	0.99
chr13	103451398	103493885	BIVM	0.91
chr13	107142078	107187462	EFNB2	1.0
chr13	107194020	107220512	ARGLU1	0.99
chr13	107820882	108519083	FAM155A	0.91
chr13	109248499	109860355	MYO16	0.89
chr13	110406183	110438915	IRS2	0.97
chr13	110801317	110959496	COL4A1	0.99
chr13	110958158	111165374	COL4A2	0.96
chr13	111530886	111567416	ANKRD10	0.98
chr13	111766905	111958084	ARHGEF7	0.99
chr13	112240547	112324955	RP11-65D24.2	0.87
chr13	112721912	112726020	SOX1	0.99
chr13	113139324	113242481	TUBGCP3	0.98
chr13	113344642	113541482	ATP11A	0.93
chr13	113548691	113754053	MCF2L	0.97
chr13	113760104	113774995	F7	0.96
chr13	113777127	113803843	F10	0.98
chr13	113812967	113826694	PROZ	0.96
chr13	113831890	113863029	PCID2	0.98
chr13	113862551	113919399	CUL4A	0.99
chr13	113951555	113977987	LAMP1	0.92
chr13	113978504	114018446	GRTP1	0.93
chr13	114110133	114145267	DCUN1D2	0.96
chr13	114145309	114204542	TMCO3	0.93
chr13	114239012	114295785	TFDP1	0.97
chr13	114462215	114514926	TMEM255B	0.88
chr13	114747193	114898086	RASA3	0.86
chr13	115000361	115038198	CDC16	0.98
chr13	115079987	115092796	CHAMP1	0.97
chr14	21558204	21572881	ZNF219	0.96
chr14	21677294	21737653	HNRNPC	0.9
chr14	21819630	21852425	SUPT16H	0.97
chr14	21853352	21924285	CHD8	0.99
chr14	23305765	23318236	MMP14	0.94
chr14	23440382	23451851	AJUBA	0.87
chr14	23527772	23564823	ACIN1	0.95
chr14	24834878	24848810	NFATC4	0.89
chr14	26912298	27066960	NOVA1	0.92
chr14	29235049	29238870	FOXG1	0.95
chr14	31363004	31495607	STRN3	0.88
chr14	31569317	31677010	HECTD1	1.0
chr14	32545319	32628934	ARHGAP5	0.97
chr14	32798478	33300567	AKAP6	0.87
chr14	33404138	34273382	NPAS3	0.98
chr14	35221936	35344853	BAZ1A	0.98
chr14	35451162	35498773	SRP54	0.91
chr14	36007557	36278510	RALGAPA1	0.94
chr14	36985601	36990354	NKX2-1	0.97
chr14	37126772	37148920	PAX9	0.87
chr14	38059188	38069245	FOXA1	0.92
chr14	39644386	39652422	PNN	0.89
chr14	45553301	45585485	PRPF39	0.86
chr14	47308825	48144157	MDGA2	0.97
chr14	50583846	50698276	SOS2	0.96
chr14	51441979	51562779	TRIM9	0.9
chr14	53173889	53195305	PSMC6	0.88
chr14	53323985	53419153	FERMT2	0.96
chr14	54416453	54425479	BMP4	0.99
chr14	55033814	55260033	SAMD4A	0.99
chr14	55308725	55369570	GCH1	0.93
chr14	56584531	56768244	PELI2	0.9
chr14	57267424	57277197	OTX2	0.99
chr14	57670517	57735726	EXOC5	0.97
chr14	57857261	57882635	NAA30	0.88
chr14	58711548	58738730	PSMA3	0.89
chr14	58765102	58840605	ARID4A	0.99
chr14	59655363	59838123	DAAM1	0.98
chr14	60712469	60765805	PPM1A	0.89
chr14	60975668	60979568	SIX6	0.96
chr14	61110132	61124977	SIX1	0.96
chr14	61176245	61191066	SIX4	0.92
chr14	61654276	62017694	PRKCH	0.87
chr14	62162230	62214976	HIF1A	0.97
chr14	63838074	64010092	PPP2R5E	0.97
chr14	64970429	65000408	ZBTB1	0.88
chr14	65213001	65346601	SPTB	0.97
chr14	66974124	67648520	GPHN	0.9
chr14	67826713	67853233	EIF2S1	0.98
chr14	69254376	69263190	ZFP36L1	0.95
chr14	69340859	69446157	ACTN1	0.93
chr14	69517597	69619867	DCAF5	1.0
chr14	69846847	69865344	ERH	0.95
chr14	71374121	71582099	PCNX	0.96
chr14	71787165	72207946	SIPA1L1	0.97
chr14	72399155	73030654	RGS6	0.94
chr14	73525143	73588122	RBM25	0.99
chr14	74181824	74256988	ELMSAN1	0.94
chr14	74353319	74399214	ZNF410	0.89
chr14	74964872	75079306	LTBP2	0.88
chr14	75230068	75322244	YLPM1	0.98
chr14	76424441	76449334	TGFB3	1.0
chr14	77924212	77935817	AHSA1	0.9
chr14	78183941	78227550	SNW1	0.94
chr14	78708733	80330762	NRXN3	0.97
chr14	81641795	81687721	GTF2A1	0.98
chr14	81937892	82000205	SEL1L	0.98
chr14	85996487	86095034	FLRT2	0.93
chr14	88649112	88793251	KCNK10	0.92
chr14	88932121	89021077	PTPN21	0.94
chr14	89029252	89079853	ZC3H14	0.99
chr14	89078774	89259096	EML5	0.87
chr14	89591214	90085493	FOXN3	0.99
chr14	90421282	90511106	TDP1	0.96
chr14	90722838	90738968	PSMC1	0.96
chr14	90862845	90874605	CALM1	0.93
chr14	91336798	91526980	RPS6KA5	0.97
chr14	91737666	91884188	CCDC88C	0.94
chr14	91923954	91976898	SMEK1	0.99
chr14	92335755	92414331	FBLN5	0.99
chr14	92432334	92507240	TRIP11	0.89
chr14	93403258	93582665	ITPK1	0.9
chr14	93673400	93695561	UBR7	0.92
chr14	93703895	93799438	BTBD7	0.92
chr14	93799564	94174222	UNC79	0.99
chr14	95234552	95236562	GSC	0.88
chr14	95552564	95624347	DICER1	1.0
chr14	95648276	95786243	CLMN	0.9
chr14	96747594	96830207	ATG2B	0.94
chr14	96967769	97033448	PAPOLA	1.0
chr14	99635623	99737861	BCL11B	1.0
chr14	99864082	99947216	SETD3	0.96
chr14	99947505	100001381	CCNK	1.0
chr14	99977602	100070363	CCDC85C	0.93
chr14	100150640	100193638	CYP46A1	0.97
chr14	100204029	100408397	EML1	0.98
chr14	100437785	100610573	EVL	0.94
chr14	100704634	100749129	YY1	0.97
chr14	100800124	100843142	WARS	0.88
chr14	100842754	100996640	WDR25	0.94
chr14	101003485	101053750	BEGAIN	0.98
chr14	101192041	101201539	DLK1	0.92
chr14	102027687	102029789	DIO3	0.95
chr14	102228134	102394326	PPP2R5C	0.97
chr14	102430864	102517129	DYNC1H1	0.98
chr14	102547074	102606036	HSP90AA1	0.96
chr14	102605839	102691184	WDR20	0.97
chr14	102808955	102829253	CINP	0.86
chr14	102829299	102968818	TECPR2	0.97
chr14	103058997	103196913	RCOR1	0.97
chr14	103243812	103377837	TRAF3	0.95
chr14	103398715	103523799	CDC42BPB	0.99
chr14	103799880	103811362	EIF5	0.96
chr14	103851728	103970168	MARK3	0.92
chr14	104028232	104167888	KLC1	0.9
chr14	104200088	104313927	PPP1R13B	0.99
chr14	104605059	104647231	KIF26A	0.87
chr14	105331616	105363107	CEP170B	0.86
chr14	105607317	105635161	JAG2	0.88
chr15	25582380	25684128	UBE3A	0.99
chr15	28356185	28567298	HERC2	0.91
chr15	29991570	30261068	TJP1	0.99
chr15	33603162	34158303	RYR3	0.96
chr15	35080296	35088340	ACTC1	0.87
chr15	35147731	35262040	AQR	0.89
chr15	37181405	37393504	MEIS2	1.0
chr15	38544526	38649450	SPRED1	0.96
chr15	38780303	38857776	RASGRP1	0.88
chr15	39873279	39891667	THBS1	0.94
chr15	41221537	41231237	DLL4	0.99
chr15	41271077	41408552	INO80	0.96
chr15	41700605	41775761	RTF1	0.87
chr15	41913421	42062141	MGA	0.98
chr15	43699406	43802926	TP53BP1	0.98
chr15	44038589	44065477	PDIA3	0.92
chr15	44162961	44487450	FRMD5	0.89
chr15	44719431	44821236	CTDSPL2	0.86
chr15	47476297	48066420	SEMA6D	0.92
chr15	48700502	48938046	FBN1	1.0
chr15	49398267	49447858	COPS2	0.97
chr15	50716576	50793280	USP8	0.86
chr15	50844669	50979012	TRPM7	0.9
chr15	51739907	51915030	DMXL2	0.92
chr15	52599479	52821247	MYO5A	0.89
chr15	53049636	53083273	ONECUT1	0.87
chr15	56379477	56535483	RFX7	0.96
chr15	57210820	57591479	TCF12	0.95
chr15	58887402	59042177	ADAM10	0.97
chr15	59157373	59389618	RNF111	0.95
chr15	59171243	59225852	SLTM	0.99
chr15	59427112	59665099	MYO1E	0.94
chr15	60296420	60353929	FOXB1	0.88
chr15	60780482	61521518	RORA	0.94
chr15	62682724	63136830	TLN2	0.97
chr15	63334830	63364114	TPM1	0.88
chr15	63796792	63886839	USP3	0.96
chr15	63900816	64126141	HERC1	0.98
chr15	64386321	64438289	SNX1	0.88
chr15	64752940	64978264	ZNF609	0.97
chr15	65032090	65067786	RBPMS2	0.92
chr15	65440556	65477680	CLPX	0.92
chr15	65950383	66084631	DENND4A	0.97
chr15	66018391	66184329	RAB11A	0.94
chr15	66679154	66784650	MAP2K1	0.92
chr15	66790354	66816870	RPL4	0.98
chr15	67356100	67487533	SMAD3	0.98
chr15	68346516	68483096	PIAS1	0.99
chr15	69070873	69113236	ANP32A	0.88
chr15	69706584	69740764	KIF23	0.99
chr15	70340128	70390515	TLE3	0.99
chr15	70946892	71055932	UACA	0.92
chr15	72491369	72524164	PKM	0.94
chr15	72533521	72565340	PARP6	0.86
chr15	72766666	72879692	ARIH1	0.99
chr15	73612199	73661605	HCN4	0.97
chr15	73852354	73926475	NPTN	0.97
chr15	75661719	75748183	SIN3A	1.0
chr15	77400470	77712486	PEAK1	0.86
chr15	77712753	77777949	HMG20A	0.95
chr15	77905368	78113242	LINGO1	0.98
chr15	78729772	78793798	IREB2	0.98
chr15	78832746	78841604	PSMA4	0.92
chr15	79102828	79190475	MORF4L1	0.96
chr15	79252288	79383115	RASGRF1	0.98
chr15	80696691	80890278	ARNT2	0.9
chr15	80972024	81047962	ABHD17C	0.9
chr15	82334118	82338482	MEX3B	0.87
chr15	83211950	83317612	CPEB1	0.97
chr15	83924654	83953466	BNC1	0.99
chr15	85291865	85349659	ZNF592	0.99
chr15	85523670	85682376	PDE8A	0.89
chr15	85923801	86292586	AKAP13	0.98
chr15	88418229	88799999	NTRK3	0.98
chr15	89346673	89418585	ACAN	0.96
chr15	89998679	90039844	RHCG	0.86
chr15	90544623	90625438	ZNF710	0.96
chr15	90626276	90645736	IDH2	0.89
chr15	90931449	91045475	IQGAP1	0.98
chr15	91073156	91188577	CRTC3	0.9
chr15	91411821	91426688	FURIN	0.92
chr15	92396924	92715665	SLCO3A1	0.86
chr15	92937057	93011958	ST8SIA2	0.94
chr15	93426525	93571237	CHD2	1.0
chr15	93586635	93632433	RGMA	0.92
chr15	96869166	96883492	NR2F2	1.0
chr15	99192199	99507759	IGF1R	1.0
chr15	99638419	99675798	SYNM	0.94
chr15	99676527	99791428	TTC23	0.87
chr15	99791566	99930934	LRRC28	0.93
chr15	100017369	100256671	MEF2A	1.0
chr15	100511793	100882210	ADAMTS17	0.96
chr15	100940599	101085200	CERS3	0.91
chr15	101099573	101143435	LINS	0.88
chr15	101142738	101191910	ASB7	1.0
chr15	101417918	101456831	ALDH1A3	0.99
chr15	101459419	101610317	LRRK1	0.99
chr15	101715927	101792137	CHSY1	0.99
chr15	101811021	101817705	VIMP	0.89
chr15	101821714	101835487	SNRPA1	1.0
chr15	101840817	102065405	PCSK6	0.98
chr15	102277301	102285913	RP11-89K11.1	0.86
chr16	203890	216767	HBM	0.88
chr16	238967	279462	LUC7L	0.96
chr16	1728256	1752281	HN1L	0.87
chr16	1756183	1820318	MAPK8IP3	0.93
chr16	1961463	1968441	HS3ST6	0.92
chr16	2097465	2138716	TSC2	0.86
chr16	3775054	3930727	CREBBP	1.0
chr16	4003387	4166186	ADCY9	0.95
chr16	4307186	4323076	TFAP4	0.88
chr16	4475805	4506776	DNAJA3	0.86
chr16	4853203	4897343	GLYR1	0.98
chr16	4896665	4932361	UBN1	0.99
chr16	6069094	7763340	RBFOX1	0.95
chr16	8985950	9058371	USP7	1.0
chr16	9185504	9215497	C16orf72	0.98
chr16	9852375	10276611	GRIN2A	1.0
chr16	11772935	11836734	TXNDC11	0.87
chr16	11844441	11891123	ZC3H7A	0.99
chr16	11961984	12009939	GSPT1	0.99
chr16	14165177	14360630	MKL2	0.97
chr16	14529557	14726585	PARN	0.87
chr16	15688242	15737023	KIAA0430	0.97
chr16	15797028	15950890	MYH11	0.96
chr16	17195625	17564738	XYLT1	0.93
chr16	18792616	18801705	RPS15A	0.97
chr16	18816174	18937776	SMG1	0.99
chr16	20866246	20911706	DCUN1D3	0.89
chr16	23194035	23228204	SCNN1G	0.87
chr16	23568391	23585710	UBFD1	0.9
chr16	23847321	24231932	PRKCB	0.88
chr16	24549013	24584184	RBBP6	1.0
chr16	24741015	24838953	TNRC6A	1.0
chr16	27470875	27561234	GTF3C1	0.98
chr16	28109299	28223241	XPO6	0.97
chr16	28834355	28848558	ATXN2L	0.96
chr16	30709529	30755602	SRCAP	0.99
chr16	30934375	30960104	FBXL19	0.86
chr16	30968614	30996437	SETD1A	0.95
chr16	31191430	31203127	FUS	0.9
chr16	46690053	46723430	VPS35	0.98
chr16	46989298	47007699	DNAJA2	0.95
chr16	48390274	48482313	SIAH1	0.86
chr16	49311827	49315742	CBLN1	0.93
chr16	49521434	49891830	ZNF423	0.99
chr16	50186828	50269221	PAPD5	0.96
chr16	50582240	50670647	NKD1	0.92
chr16	50775960	50835846	CYLD	0.99
chr16	51169885	51185278	SALL1	0.99
chr16	52471916	52581714	TOX3	0.95
chr16	53088944	53363062	CHD9	0.99
chr16	53467888	53525561	RBL2	0.93
chr16	54317215	54320675	IRX3	0.96
chr16	54964773	54968397	IRX5	0.95
chr16	55357671	55364672	IRX6	0.91
chr16	55423611	55540603	MMP2	0.96
chr16	56225301	56391356	GNAO1	0.94
chr16	56463044	56486111	NUDT21	0.93
chr16	56965959	56977798	HERPUD1	0.89
chr16	57220048	57274387	RSPRY1	0.87
chr16	58191810	58231824	CSNK2A2	0.95
chr16	58553854	58663790	CNOT1	1.0
chr16	64977655	65160015	CDH11	0.98
chr16	67063018	67134961	CBFB	0.86
chr16	67596309	67673086	CTCF	0.99
chr16	68118653	68263162	NFATC3	0.95
chr16	68771127	68869451	CDH1	0.9
chr16	69139466	69152622	HAS3	0.9
chr16	69389463	69442474	TERF2	0.87
chr16	69598996	69738569	NFAT5	1.0
chr16	70557690	70608820	SF3B3	1.0
chr16	71762912	71843104	AP1G1	0.98
chr16	72816783	73093597	ZFHX3	1.0
chr16	74485855	74641012	GLG1	0.96
chr16	79619739	79634611	MAF	0.98
chr16	81009697	81053875	CMC2	0.88
chr16	81478774	81745367	CMIP	0.99
chr16	81772701	81991899	PLCG2	0.98
chr16	83941737	83985058	RP11-505K9.4	0.87
chr16	84682130	84701292	KLHL36	0.95
chr16	84733583	84813528	USP10	0.97
chr16	85645014	85709810	GSE1	0.94
chr16	85805363	85833214	EMC8	0.91
chr16	85932408	85956215	IRF8	0.94
chr16	86544132	86548076	FOXF1	1.0
chr16	86600856	86602539	FOXC2	0.93
chr16	86609973	86615303	FOXL1	0.92
chr16	87360592	87425748	FBXO31	0.96
chr16	87439851	87525651	ZCCHC14	0.99
chr16	87635440	87731762	JPH3	0.96
chr16	87982849	88110924	BANP	0.97
chr16	88519724	88603424	ZFPM1	0.9
chr16	88636788	88698374	ZC3H18	0.86
chr16	88941265	89043612	CBFA2T3	0.89
chr16	89262405	89268072	SLC22A31	0.86
chr16	89334037	89556969	ANKRD11	0.98
chr16	89334511	89339452	AC137932.1	0.86
chr16	89627064	89630950	RPL13	0.93
chr17	685512	695749	RNMTL1	0.86
chr17	702552	883010	NXN	1.0
chr17	906757	1132315	ABR	0.91
chr17	1173852	1174754	BHLHA9	0.86
chr17	1247565	1303672	YWHAE	0.96
chr17	1323982	1366456	CRK	0.97
chr17	1421011	1466110	PITPNA	0.96
chr17	1553922	1588176	PRPF8	0.98
chr17	1732995	1803376	RPA1	0.94
chr17	1837970	1928639	RTN4RL1	0.99
chr17	1957447	1962981	HIC1	0.96
chr17	1963132	2207065	SMG6	0.99
chr17	2206676	2228554	SRR	0.86
chr17	2287353	2304412	MNT	0.95
chr17	2308855	2415185	METTL16	0.92
chr17	2496503	2588909	PAFAH1B1	0.99
chr17	2592679	2615957	CLUH	0.97
chr17	3714459	3749545	C17orf85	0.94
chr17	3827168	3867736	ATP2A3	0.89
chr17	3907738	4046314	ZZEF1	0.99
chr17	4067200	4167274	ANKFY1	0.94
chr17	4574678	4607632	PELP1	0.97
chr17	4736682	4801356	MINK1	0.97
chr17	4848946	4852356	PFN1	0.95
chr17	4851386	4860426	ENO3	0.9
chr17	4871286	4890960	CAMTA2	0.95
chr17	4901242	4931696	KIF1C	0.94
chr17	5185557	5289129	RABEP1	0.98
chr17	5264257	5323480	NUP88	0.88
chr17	5374570	5390131	DERL2	0.95
chr17	6354583	6459814	PITPNM3	0.9
chr17	7093208	7123021	DLG4	0.96
chr17	7138346	7143041	PHF23	0.87
chr17	7191570	7197934	YBX2	0.9
chr17	7308192	7323179	NLGN2	0.97
chr17	7362684	7387582	ZBTB4	0.93
chr17	7387684	7417933	POLR2A	0.99
chr17	7476023	7482323	EIF4A1	0.88
chr17	7494547	7518189	FXR2	0.94
chr17	7743221	7758114	KDM6B	0.89
chr17	7788123	7816078	CHD3	0.98
chr17	8280837	8286531	RPL26	0.94
chr17	8377522	8534079	MYH10	0.99
chr17	8924858	9147317	NTN1	0.99
chr17	9813925	10101868	GAS7	0.95
chr17	11144579	11467380	SHISA6	0.91
chr17	11924140	12047147	MAP2K4	0.97
chr17	12569206	12672266	MYOCD	0.92
chr17	12692855	12894960	ARHGAP44	0.93
chr17	15133094	15168643	PMP22	0.92
chr17	15932470	16121499	NCOR1	1.0
chr17	16945858	17120993	MPRIP	0.96
chr17	17150140	17184607	COPS3	0.96
chr17	17584786	17714767	RAI1	0.95
chr17	18086391	18113268	ALKBH5	0.93
chr17	20902909	20947073	USP22	0.88
chr17	26368762	26523407	NLK	0.96
chr17	26989108	27029697	SUPT6H	0.99
chr17	27232267	27278789	PHF12	0.93
chr17	27400527	27507430	MYO18A	0.93
chr17	27582853	27621136	NUFIP2	0.93
chr17	27717481	27878922	TAOK1	0.97
chr17	29158987	29222887	ATAD5	0.93
chr17	29421944	29709134	NF1	1.0
chr17	30264036	30328064	SUZ12	0.93
chr17	30771278	30810336	PSMD11	0.93
chr17	31340104	32501983	ASIC2	0.95
chr17	33905064	34053436	AP2B1	0.93
chr17	34900736	34946278	GGNBP2	0.94
chr17	35441922	35766909	ACACA	1.0
chr17	36046434	36105237	HNF1B	0.96
chr17	36508110	36556019	SOCS7	0.92
chr17	36584661	36668628	ARHGAP23	0.87
chr17	36686250	36762183	SRCIN1	0.9
chr17	36861794	36886056	MLLT6	0.95
chr17	36921941	36956379	PIP4K2B	0.91
